,F_value,pvalue,value_counts,subsystem,name,alleles_sim,genes,reaction
G3PT,5.24143947345131,0.023440826048033832,"[(1.0, 148), (0.19065115573234293, 1), (0.1311332912300993, 1), (0.19135149260126472, 1), (0.03845948213333594, 1), (0.12652702904710722, 1)]",Glycerophospholipid metabolism,glycerol-3-phosphatase,,['Rv1692'],glyc3p_c + h2o_c --> glyc_c + pi_c
CAT,4.885522398618488,0.028587224825756943,"[(0.9883140983029919, 23), (0.7420021765891434, 23), (0.9999999999999921, 22), (0.8708164865225925, 14), (0.3530355246085185, 13), (0.9883140983029981, 4), (0.9883140982893982, 4), (0.9883140982893973, 3), (0.988314098302987, 2), (0.9883140983029941, 2), (0.9883140982893972, 2), (0.9883140983029975, 2), (0.9883140983029962, 2), (0.9883140983029973, 2), (0.9883140983029987, 1), (0.988314098302986, 1), (0.9883140983029953, 1), (0.9999999999999959, 1), (0.9999999999999973, 1), (0.988314098302988, 1), (0.9883140983029964, 1), (0.988314098302996, 1), (1.0, 1), (0.9883140983030017, 1), (0.99063479276814, 1), (0.9883140983029921, 1), (0.988314098305399, 1), (0.9883140983029982, 1), (0.988314098302992, 1), (0.988314098289391, 1), (0.9883140983029957, 1), (0.9999999999999966, 1), (0.9883140983029903, 1), (0.9883140983029806, 1), (0.9999999999999943, 1), (0.9906347927681399, 1), (0.9883140983029045, 1), (0.9999999999999908, 1), (0.9883140982893981, 1), (0.9883140983029594, 1), (0.9999999999999889, 1), (0.9999999999999923, 1), (0.9883140983029675, 1), (1.5376588891058418e-13, 1), (0.9883140983029882, 1), (0.9883140983029908, 1), (0.9883140983029901, 1), (0.989861227946424, 1), (0.0, 1)]",Redox Metabolism,catalase,['Rv1908c'],['Rv1908c'],2.0 h2o2_c --> 2.0 h2o_c + o2_c
SHSL2r,4.830762024290941,0.029478986769431923,"[(1.0, 131), (1.163262375314389e-09, 2), (1.163256380110056e-09, 2), (1.1625932438974473e-09, 1), (1.16366638547305e-09, 1), (1.1650648223948679e-09, 1), (6.439293542825908e-15, 1), (1.164076834925254e-09, 1), (1.1628435991895003e-09, 1), (1.1632615981582717e-09, 1), (1.1632641516712283e-09, 1), (1.1632568241992658e-09, 1), (1.1636501762168905e-09, 1), (1.1621847928466877e-09, 1), (1.1636316354923792e-09, 1), (1.1631752228069558e-09, 1), (1.1606108296646767e-09, 1), (0.0, 1), (1.1598282334546184e-09, 1), (1.252629555636986e-09, 1), (1.1632703689201662e-09, 1)]",Cysteine and methionine metabolism,O-succinylhomoserine lyase (H2S),,['Rv0391'],h2s_c + suchms_c --> h_c + hcys__L_c + succ_c
BPNT,4.5478559278394535,0.034577089444972,"[(0.875, 111), (0.625, 24), (0.75, 11), (0.0, 1), (1.0, 1), (0.6831511820317759, 1), (0.655478644051665, 1), (0.6967331081631233, 1), (0.6831511820538183, 1), (0.737897296415199, 1)]",Other Amino Acid Metabolism,"3',5'-bisphosphate nucleotidase",,['Rv2131c'],h2o_c + pap_c --> amp_c + pi_c
G16MTM6,4.538621100169051,0.03475843179685014,"[(1.9528120231981916e-09, 25), (0.8320287040925368, 9), (1.952821238049296e-09, 7), (1.953715189628724e-09, 7), (1.042055330913172e-12, 5), (1.952824346673765e-09, 4), (0.8320287043694932, 3), (2.4810216103787752e-09, 3), (0.8320287040925426, 3), (2.6952315934636317e-09, 3), (1.9528237915622526e-09, 3), (1.0, 2), (0.8320287031086284, 2), (9.076073226310655e-13, 2), (1.952812356265099e-09, 2), (2.287998346339748e-09, 2), (1.9534641682028564e-09, 2), (2.2879980132728406e-09, 2), (1.1235457009206584e-12, 1), (1.9536368078831856e-09, 1), (1.9519792449074203e-09, 1), (0.832028703108564, 1), (1.9536837703171273e-09, 1), (2.480849414787656e-09, 1), (0.832028704261517, 1), (2.695679790498673e-09, 1), (9.14379683081279e-13, 1), (1.9521132488264925e-09, 1), (0.8320287040921878, 1), (0.8320287040936274, 1), (1.9534911466223548e-09, 1), (1.9534079909178104e-09, 1), (0.8320287040588233, 1), (1.9534082129624153e-09, 1), (1.9526967820482355e-09, 1), (1.95280880355142e-09, 1), (0.3332032546202487, 1), (2.2984187886265772e-09, 1), (1.953721628922267e-09, 1), (2.5530454417221904e-09, 1), (1.954177930585388e-09, 1), (0.8320287040929915, 1), (0.8320287040929523, 1), (0.0, 1), (1.952112360648073e-09, 1), (2.287786404764347e-09, 1), (0.8320287043866018, 1), (1.952120576298455e-09, 1), (1.952649597569689e-09, 1), (2.5022085514692094e-09, 1), (1.953432415824352e-09, 1), (2.4778488150190014e-09, 1), (1.953292971812459e-09, 1), (1.9527558459131455e-09, 1), (1.9532392370180673e-09, 1), (2.5596466057820066e-09, 1), (1.953722073011477e-09, 1), (2.277254385063543e-09, 1), (1.9528108019528645e-09, 1), (2.5361464039974635e-09, 1), (0.8320287040925428, 1), (0.8320287040925429, 1), (0.8320287042724683, 1), (1.9483633595385186e-09, 1), (2.2879955707821864e-09, 1), (2.288301992336983e-09, 1), (1.949305605819518e-09, 1), (0.832028704369687, 1), (1.947050187744992e-09, 1), (9.341416529196067e-13, 1), (1.952549233408263e-09, 1), (1.9536358086824634e-09, 1), (2.2879992345181677e-09, 1), (2.1013883966247704e-09, 1), (1.9519932337175305e-09, 1), (0.832028704090332, 1), (0.832028704369493, 1), (1.952556227813318e-09, 1), (2.4800823616999423e-09, 1), (0.8320287043586972, 1), (1.9536096074190823e-09, 1), (0.22213550373110336, 1), (0.8320287041204121, 1), (1.952129013993442e-09, 1), (2.502207996357697e-09, 1)]",Fatty Acid Metabolism,G16MTM6,,['Rv2188c'],PIM1_c + gdpmann_c --> PIM2_c + gdp_c + h_c
PPA,4.513432094506366,0.03525819251273363,"[(0.4930505038767019, 1), (0.5089250175832893, 1), (0.4968829307323641, 1), (0.17651856387464582, 1), (0.5007948789267055, 1), (0.9882122403880146, 1), (0.9881947944480757, 1), (0.9881947944480374, 1), (0.9846480490950124, 1), (0.5202339248694638, 1), (0.9870805785680264, 1), (0.9912305234107126, 1), (0.9851020740155734, 1), (0.511667100085694, 1), (0.9897875865557961, 1), (0.5321259346490055, 1), (0.987974473328973, 1), (0.17869723562281892, 1), (0.18244133946681385, 1), (0.4975741022150735, 1), (0.5467526279284589, 1), (0.5145796286783924, 1), (0.5467526448922755, 1), (0.5093425533879021, 1), (0.5103181352962924, 1), (0.5071491102345245, 1), (0.93507860513548, 1), (0.6768980253728012, 1), (0.27311248850494985, 1), (0.5229045614882644, 1), (0.5048264384132191, 1), (0.5014860503703986, 1), (0.2767917768450252, 1), (0.4951403234965961, 1), (0.5263425052613879, 1), (0.5273995156449975, 1), (0.514805146017095, 1), (0.44106527491943703, 1), (0.5406046464875288, 1), (0.5362293860259815, 1), (0.11509330803287021, 1), (0.9904096284037264, 1), (0.19225966718764664, 1), (0.988212240384688, 1), (0.48865269417312907, 1), (0.9835624432713033, 1), (0.5451792131501985, 1), (0.5202339365107338, 1), (0.2770143548033108, 1), (0.43827948320129506, 1), (0.11235960976678938, 1), (0.5202339248699586, 1), (0.19230244640139316, 1), (0.9870805785678906, 1), (0.19025351095902976, 1), (0.4701927055795163, 1), (0.0, 1), (0.5093425650294054, 1), (0.5202339248714754, 1), (0.2680648988481529, 1), (0.5134860734740184, 1), (0.5091054068261538, 1), (0.26682009431271814, 1), (0.5224361316956025, 1), (0.9928679527031571, 1), (0.5217449602151281, 1), (0.9932077680486578, 1), (0.993134420017469, 1), (0.9810542684931498, 1), (0.2726584635853655, 1), (0.9897756825578049, 1), (0.004265171764643361, 1), (0.5180682935334833, 1), (0.20341295143170623, 1), (0.9900140691027878, 1), (0.28391033893430007, 1), (0.993195520872149, 1), (1.0, 1), (0.19450567731433166, 1), (0.8689043960308159, 1), (0.5395259192419224, 1), (0.5217449602132795, 1), (0.9882122403877607, 1), (0.539525919241943, 1), (0.9967943970562652, 1), (0.9835624432727712, 1), (0.8164360478914212, 1), (0.9958718174747861, 1), (0.2840798140619507, 1), (0.9899387087965816, 1), (0.5121517763225988, 1), (0.27859945342144976, 1), (0.5212342646360772, 1), (0.5093425533878926, 1), (0.4953718792951458, 1), (0.9972484219730903, 1), (0.9835826029704177, 1), (0.5409830600375178, 1), (0.2790322244051686, 1), (0.9965033983743907, 1), (0.5071403465614526, 1), (0.9845625042489058, 1), (0.9853930726952124, 1), (0.2805425265399035, 1), (0.22717908092221495, 1), (0.9931958640504519, 1), (0.2777358414130866, 1), (0.9919209441235365, 1), (0.984648049096102, 1), (0.9367222786318318, 1), (0.9877407695258806, 1), (0.9934254186967805, 1), (0.015267509437857596, 1), (0.98814465072025, 1), (0.4958402470076875, 1), (0.27123702615735423, 1), (0.5088829377054302, 1), (0.9919209441255694, 1), (0.5121797629612248, 1), (0.43965201070726967, 1), (0.9928679526981724, 1), (0.4937739117182123, 1), (0.5134860734756559, 1), (0.19280128279813913, 1), (0.49061672508050513, 1), (0.9849390477743114, 1), (0.9902297074770852, 1), (0.9854049766937047, 1), (0.2826664232538789, 1), (0.27053679342574655, 1), (0.9835839769438125, 1), (0.5017452431252727, 1), (0.520233924869993, 1), (0.993134420016619, 1), (0.7949066776164124, 1), (0.21094041952779008, 1), (0.5037103033870326, 1), (0.4382794832012151, 1), (0.8843329468546155, 1), (0.5229045614883931, 1), (0.9967943970524886, 1), (0.5044014749085959, 1), (0.787589922955546, 1), (0.1765185638750546, 1), (0.9846480490921112, 1), (0.5459693742717038, 1), (0.983583976942232, 1), (0.5216723553179807, 1), (0.510209028550016, 1), (0.1930383777865201, 1), (0.8849649520978917, 1), (0.9954177925524788, 1), (0.9877407695286251, 1)]",Oxidative Phosphorylation,inorganic diphosphatase,,['Rv3628'],h2o_c + ppi_c --> h_c + 2.0 pi_c
FAS181,4.493018950815614,0.03566877031339182,"[(0.9998648356398612, 125), (1.0, 3), (0.9031917727201947, 1), (0.9087622416174396, 1), (0.9087622416496774, 1), (0.6308232396064168, 1), (0.005698769212650778, 1), (0.9087622416174421, 1), (0.49703610729563097, 1), (0.9087622416170482, 1), (1.1037837310823306e-12, 1), (0.7428998384196519, 1), (0.29122887955032506, 1), (0.6733717349580075, 1), (0.49883421164837327, 1), (0.9087622416170746, 1), (0.9087622416170364, 1), (0.9314855182594244, 1), (0.9087622416174417, 1), (0.0028077179791520246, 1), (0.2909599261317074, 1), (0.7924847635997442, 1), (0.0, 1), (0.9087621275023084, 1), (0.908767857812432, 1), (0.42865190198992587, 1), (0.9087622416170473, 1)]",Fatty Acid Metabolism,Fatty acid synthase  n C181 ,['Rv1484'],"['Rv2524c', 'Rv2947c', 'Rv1484', 'Rv1350']",4.0 h_c + hdca_c + malcoa_c + 3.0 nadph_c + o2_c --> co2_c + coa_c + 3.0 h2o_c + 3.0 nadp_c + ocdcea_c
ATPS4r,4.423160165722911,0.037112571087659814,"[(0.8100317487603089, 1), (0.792511267458551, 1), (0.8067457581581483, 1), (0.8320389172564662, 1), (0.8043367236439198, 1), (0.1081496099180429, 1), (0.2200398329434219, 1), (0.22049778404586895, 1), (0.17058681521469032, 1), (0.7769297865705795, 1), (0.13157890419772378, 1), (0.20750529368522408, 1), (0.21788664467299568, 1), (0.8049666035923577, 1), (0.1467690597288056, 1), (0.5129753659697843, 1), (0.9385063006225325, 1), (0.8319419036598508, 1), (0.8203639413963896, 1), (0.80724103615584, 1), (0.4976690067292271, 1), (0.7776489736831316, 1), (0.4976690053647804, 1), (0.8049059579215163, 1), (0.7947075385999776, 1), (0.8040980755794562, 1), (0.0, 1), (0.2665909748173394, 1), (0.725862185344477, 1), (0.8006346596413991, 1), (0.802734175909229, 1), (0.8048320016308763, 1), (0.729118430939392, 1), (0.8070915236616957, 1), (0.7741749865629116, 1), (0.7744728519581395, 1), (0.7863883690556585, 1), (0.43017383993502123, 1), (0.32779000051446394, 1), (0.5029629145995169, 1), (0.7090293956754257, 1), (0.20899363476595623, 1), (0.3405412304247538, 1), (1.0, 1), (0.8095843029064118, 1), (0.2101154615008587, 1), (0.511156735236137, 1), (0.7769297573751952, 1), (0.7345525045520329, 1), (0.4132449847661722, 1), (0.72044469248039, 1), (0.7769297865705587, 1), (0.34656875090097916, 1), (0.12924099199430028, 1), (0.3275277700798144, 1), (0.674140149516818, 1), (0.48415245682584207, 1), (0.8049059287263285, 1), (0.7769297865703907, 1), (0.7415321993444991, 1), (0.8018532924981754, 1), (0.8044106799234556, 1), (0.7475167484233124, 1), (0.7777229299736811, 1), (0.14017151847568488, 1), (0.7772276519757501, 1), (0.18899764127115815, 1), (0.12680122808604666, 1), (0.3528741637023912, 1), (0.7258621853444835, 1), (0.12717480324522434, 1), (0.48498081362931666, 1), (0.7762954069583443, 1), (0.31438225408818643, 1), (0.17101477266101428, 1), (0.7233248190302692, 1), (0.1699402112336279, 1), (0.1268012280826567, 1), (0.3535247057993264, 1), (0.8129657378041366, 1), (0.49948241011971084, 1), (0.7772276519761332, 1), (0.12125676638728111, 1), (0.4994824101197135, 1), (0.3891150007498051, 1), (0.8132893654789971, 1), (0.8846080219103566, 1), (0.07369827107656357, 1), (0.7196579962440166, 1), (0.1667226040592158, 1), (0.7778183797906859, 1), (0.7366503412884948, 1), (0.8018589061506067, 1), (0.8049059579215199, 1), (0.8064478959641669, 1), (0.13215267800618413, 1), (0.13625148940201592, 1), (0.5013377153790116, 1), (0.7353280102440616, 1), (0.2053318732880547, 1), (0.8041128145182157, 1), (0.08621000805252843, 1), (0.17535806363897166, 1), (0.7470832920462365, 1), (0.6125602396915448, 1), (0.17559569853411883, 1), (0.7349746282076834, 1), (0.17242133426955664, 1), (0.3931826772950935, 1), (0.35878879858251, 1), (0.23381268506366137, 1), (0.1270983039554614, 1), (0.5099062313198428, 1), (0.17797915015932175, 1), (0.8075720919163949, 1), (0.7414074976899043, 1), (0.8037670522260905, 1), (0.17242133427030826, 1), (0.7952282566965496, 1), (0.41377381012819414, 1), (0.9359912302445142, 1), (0.806822167418702, 1), (0.8018532924979811, 1), (0.32864378182446863, 1), (0.809882236244835, 1), (0.1753580636383597, 1), (0.12931101490710784, 1), (0.22637675733267726, 1), (0.7078030445249146, 1), (0.7423077050571574, 1), (0.12710478033172834, 1), (0.7824013428915639, 1), (0.7769297865706213, 1), (0.12680122808515282, 1), (0.5771477603924859, 1), (0.34510248853199976, 1), (0.7826992082972689, 1), (0.41324498476618554, 1), (0.4820880891544407, 1), (0.8006346596416792, 1), (0.17106945935972084, 1), (0.7831944863056279, 1), (0.5936444606960585, 1), (0.8320389172564358, 1), (0.17506098776683088, 1), (0.5183767596573163, 1), (0.863428382889582, 1), (0.774486277861728, 1), (0.8049445809659674, 1), (0.32196222462236657, 1), (0.4736098463201086, 1), (0.12015811420222677, 1), (0.21886977365863292, 1)]",Oxidative Phosphorylation,ATP synthase (four protons for one ATP),,"['Rv1309', 'Rv1306', 'Rv1307', 'Rv1304', 'Rv1311', 'Rv1310', 'Rv1305', 'Rv1308']",adp_c + 4.0 h_e + pi_c <=> atp_c + h2o_c + 3.0 h_c
MANAT2,4.215920233118059,0.04177184454752681,"[(1.0, 35), (1.1638767727362165e-09, 27), (1.163882434873642e-09, 7), (1.1644147868139498e-09, 7), (6.208367153703875e-13, 5), (1.363647639252008e-09, 4), (1.163884100208179e-09, 3), (1.6063590457804366e-09, 3), (1.1638837671412716e-09, 3), (5.409006575973763e-13, 2), (1.4786896151974815e-09, 2), (1.1642652397725328e-09, 2), (6.695755061514319e-13, 1), (1.1643683794915205e-09, 1), (1.1633799479326967e-09, 1), (1.1643958020002287e-09, 1), (1.4785872526346111e-09, 1), (1.606626054417859e-09, 1), (5.447864381835643e-13, 1), (1.1634602170573771e-09, 1), (1.1642814490286924e-09, 1), (1.1642316000148867e-09, 1), (1.1642320441040965e-09, 1), (1.163743212906354e-09, 1), (1.1638744412678648e-09, 1), (0.19858925192257948, 1), (1.3698585599186686e-09, 1), (1.1644187836168385e-09, 1), (1.5216161664000083e-09, 1), (1.1646908992801741e-09, 1), (0.0, 1), (1.1634595509235623e-09, 1), (1.4786898372420865e-09, 1), (1.3635219620056205e-09, 1), (1.1634644359048707e-09, 1), (1.1637800723107716e-09, 1), (1.4913171808572656e-09, 1), (1.1642463659811142e-09, 1), (1.4767987943642424e-09, 1), (1.1641632102765698e-09, 1), (1.1638430219562679e-09, 1), (1.1641312358534606e-09, 1), (1.5255500196431626e-09, 1), (1.1644190056614434e-09, 1), (1.3572444279574825e-09, 1), (1.1638759955800992e-09, 1), (1.5115442231206089e-09, 1), (1.1612252270865042e-09, 1), (1.3636459739174711e-09, 1), (1.3638288276496269e-09, 1), (1.1617867778923596e-09, 1), (1.160442408831841e-09, 1), (5.56776846849516e-13, 1), (1.1637200092451394e-09, 1), (1.1643673802907983e-09, 1), (1.3636484164081253e-09, 1), (1.252428161180319e-09, 1), (1.1633886076722888e-09, 1), (1.163724228092633e-09, 1), (1.4781298407484655e-09, 1), (1.164351948190756e-09, 1), (1.1638842112304815e-09, 1), (0.1323928350030118, 1), (1.1634696539530864e-09, 1), (1.4913168477903582e-09, 1)]",Fatty Acid Metabolism,MANAT2,,['Rv2611c'],PIM2_c + pmtcoa_c --> Ac1PIM2_c + coa_c
GXRA,4.124459628192159,0.0440220704129574,"[(0.9999999999999779, 107), (1.0031632191598305e-09, 1), (1.2944991745200696e-09, 1), (0.9992573252093978, 1), (0.9992573252089173, 1), (0.9992573252095716, 1), (0.0, 1), (8.373297610830832e-10, 1), (0.999257325209131, 1), (0.9992573252093897, 1), (0.9992573252091523, 1), (0.9992724155713761, 1), (1.270519023321981e-09, 1), (0.9992573252210724, 1), (1.5117932461450323e-09, 1), (0.9992573252093845, 1), (1.4326188013669139e-09, 1), (1.2677802141425332e-09, 1), (1.1403273880716824e-09, 1), (0.17477218460618837, 1), (1.3027001699583707e-09, 1), (0.9992724155593168, 1), (0.9992573252093805, 1), (9.951406365615867e-10, 1), (1.321625253680736e-09, 1), (9.52923184804888e-10, 1), (0.9999999999999902, 1), (1.1912727471141693e-09, 1), (1.1323032511612041e-09, 1), (8.484863922575414e-10, 1), (1.1296623636525283e-09, 1), (0.9992573252112046, 1), (1.4301699824414982e-09, 1), (1.1291948487368586e-09, 1), (1.1230891772129326e-09, 1), (0.999257325208026, 1), (1.036381980235035e-09, 1), (1.4221368527245204e-09, 1), (0.9992573252093999, 1), (1.2848904162865438e-09, 1), (1.354678036413759e-09, 1), (0.9992573252044891, 1), (8.009916063755895e-10, 1), (0.9993556500402774, 1), (1.0276184347901562e-09, 1), (1.0195080335506645e-09, 1), (0.9992573252093797, 1)]",Glyoxylate Metabolism,Glyoxylate reductive aminase,['Rv2780'],['Rv2780'],glx_c + h_c + nadh_c + nh4_c --> gly_c + h2o_c + nad_c
FACOAL161,4.042820700471487,0.04613968478098546,"[(0.052608813629458795, 79), (0.015776089565023632, 14), (0.0015533554691188334, 8), (1.08124620368244e-12, 6), (7.12430114901963e-13, 2), (0.0015533554688311746, 2), (8.562039965909207e-13, 2), (0.0015533554691179452, 1), (0.654222179000921, 1), (0.0015533554691191664, 1), (0.6491997511506801, 1), (0.6491997682391318, 1), (0.015776089565023188, 1), (0.011315065147488035, 1), (0.0015533554691189444, 1), (0.0015533554691181672, 1), (0.6485087352492691, 1), (0.011315065147045833, 1), (0.45261349954318475, 1), (1.0808021144725899e-12, 1), (0.6509453173502633, 1), (0.0015533554690744245, 1), (0.597979425346874, 1), (0.011315065147443182, 1), (8.564260411958458e-13, 1), (7.301936832959655e-13, 1), (0.0015533554691236073, 1), (0.530129334061036, 1), (0.0, 1), (0.4598710654699284, 1), (0.6448515949689656, 1), (0.6448515949690412, 1), (6.380451722520775e-13, 1), (2.452939857200409e-05, 1), (0.651721356711842, 1), (0.0015533554691203877, 1), (0.011315065147218029, 1), (5.827560656257447e-13, 1), (0.011315065147217584, 1), (0.011315065147343595, 1), (7.267519919196275e-13, 1), (0.6253749940914424, 1), (0.9858911460896896, 1), (0.0015533554691183893, 1), (0.6377063375165822, 1), (0.015776089565167184, 1), (1.0, 1)]",Fatty Acid Metabolism,fatty-acid--CoA ligase (hexadecenoate),['Rv2930'],"['Rv1550', 'Rv2950c', 'Rv3826', 'Rv0214', 'Rv1529', 'Rv1185c', 'Rv2590', 'Rv0099', 'Rv2930', 'Rv3801c', 'Rv3561', 'Rv3515c', 'Rv1427c', 'Rv3506', 'Rv0270', 'Rv0119', 'Rv0035', 'Rv0852', 'Rv1750c', 'Rv1925', 'Rv2948c', 'Rv2941', 'Rv0404', 'Rv1193', 'Rv1058', 'Rv1549', 'Rv3089', 'Rv1521', 'Rv0166', 'Rv2187', 'Rv0551c', 'Rv1206', 'Rv2505c', 'Rv3513c']",atp_c + coa_c + hdcea_c <=> amp_c + hdcoa_c + ppi_c
FAO11,3.9573081193860964,0.048474580206256314,"[(1.0, 56), (0.9582336626903556, 7), (0.958233662690355, 4), (0.9467891015895535, 3), (0.9840433600150942, 3), (0.9467891015895542, 3), (0.9954879211158951, 2), (0.9840433600150946, 2), (0.9467891015908736, 1), (0.9582336626903578, 1), (0.9582336626916805, 1), (0.9624924599750052, 1), (0.9624924599750051, 1), (0.9582336626903516, 1), (0.3380642431192966, 1), (0.9644702143081944, 1), (0.998428867060396, 1), (0.9467891015895546, 1), (0.35481500373183816, 1), (0.3548149864491402, 1), (0.9467891015895539, 1), (0.9840433600150937, 1), (0.9582584728165116, 1), (0.5655180340466204, 1), (0.9465628094104692, 1), (0.9467891015895549, 1), (0.4502361752209957, 1), (0.9582336626916811, 1), (0.9582336626916812, 1), (0.3440693669061521, 1), (0.9840433600164197, 1), (0.5422065376068435, 1), (0.35304946029322426, 1), (0.43997071759852935, 1), (0.9984288670604405, 1), (0.39517696258316126, 1), (0.7162928633159271, 1), (0.9467891015895541, 1), (0.9582336626903538, 1), (0.4536104656289648, 1), (0.45815194792094194, 1), (0.9892086743972416, 1), (0.5655180340463636, 1), (0.46380356838448944, 1), (0.4339135094333437, 1), (0.5463104731242021, 1), (0.34776836155185176, 1), (0.9582336626903563, 1), (0.34776836155177504, 1), (0.9467891015895538, 1), (0.5533937823957983, 1), (0.9984288670603957, 1), (0.44421610928681166, 1), (0.9582336626916876, 1), (0.3522645395017544, 1), (0.44148621397847665, 1), (0.4780598611588721, 1), (0.45834306141322645, 1), (0.4409414239482753, 1), (0.9840433600150965, 1), (0.9624924599750028, 1), (0.9954879211158947, 1), (0.9468139117170368, 1), (0.45336677314721874, 1), (0.9840433600150906, 1), (0.9467891015895548, 1), (0.7440503687921423, 1), (0.958233662690358, 1), (0.5202405700435688, 1), (0.4551259620563407, 1), (0.9582336626903553, 1), (0.36746786357817374, 1), (0.9840433600150935, 1), (0.002825762450163416, 1), (0.9467891015908797, 1), (0.35499539333974783, 1), (0.9954879211158956, 1), (0.9984288670603956, 1), (0.8560097281332726, 1), (0.0, 1), (0.9624924599747045, 1)]",Fatty Acid Metabolism,FAO11,,"['Rv0860', 'Rv0468', 'Rv1323', 'Rv0859', 'Rv1144']",atp_c + 8.0 coa_c + 6.0 fad_c + 7.0 h2o_c + hdcea_c + 7.0 nad_c --> 8.0 accoa_c + amp_c + 6.0 fadh2_c + 7.0 h_c + 7.0 nadh_c + ppi_c
G16MTM2,3.864050923736173,0.05116535795612049,"[(1.0, 118), (1.163331986298033e-09, 9), (1.490772394419082e-09, 4), (1.163339202747693e-09, 3), (0.19858925192214294, 2), (7.638334409421077e-14, 2), (0.0, 1), (1.3631143991332806e-09, 1), (1.1629199825335945e-09, 1), (1.1646218434080424e-09, 1), (1.1234734254017553e-09, 1), (1.1638700003757663e-09, 1), (1.163823593053337e-09, 1), (1.5109999917939376e-09, 1), (1.163339424792298e-09, 1), (1.1633396468369028e-09, 1), (1.3760623751579715e-09, 1), (1.4910016554736671e-09, 1), (1.1607258487700278e-09, 1), (1.4780088264387814e-09, 1), (1.1962884016725184e-09, 1)]",Glycerophospholipid metabolism,Glycolipid 16-alpha-D-mannosyltransferase,,['Rv2188c'],Ac1PIM1_c + gdpmann_c --> Ac1PIM2_c + gdp_c + h_c
